School Code,District,School Name,# STUDENTS ENROLLED ,# STUDENTS ENROLLED PRIOR TO SECONDARY LEVEL,# STUDENTS ENROLLED AT SECONDARY LEVEL
1630045,Lynn,E J Harrington,1,1,0
1630050,Lynn,Robert L Ford,6,6,0
1630055,Lynn,Hood,1,1,0
1630060,Lynn,Ingalls,6,6,0
1630070,Lynn,Lincoln-Thomson,3,3,0
1630075,Lynn,Lynn Woods,1,1,0
1630085,Lynn,Sewell-Anderson,1,1,0
1630090,Lynn,Capt William G Shoemaker,4,4,0
1630095,Lynn,Edward A Sisson,2,2,0
1630100,Lynn,Tracy,2,2,0
1630305,Lynn,Thurgood Marshall Mid,6,6,0
1630405,Lynn,Breed Middle School,9,9,0
1630420,Lynn,Pickering Middle,1,1,0
1630505,Lynn,Classical High,533,0,533
1630510,Lynn,Lynn English High,340,0,340
1630525,Lynn,Fecteau-Leary Junior/Senior High School,3,1,2
1630605,Lynn,Lynn Vocational Technical Institute,275,0,275
1640010,Lynnfield,Huckleberry Hill,1,1,0
1640405,Lynnfield,Lynnfield Middle School,504,504,0
1640505,Lynnfield,Lynnfield High,18,0,18
1650003,Malden,Beebe,383,383,0
1650013,Malden,Ferryway,412,412,0
1650027,Malden,Forestdale,242,242,0
1650047,Malden,Linden,391,391,0
1650057,Malden,Salemwood,424,424,0
1650505,Malden,Malden High,25,0,25
1670007,Mansfield,Everett W Robinson,3,3,0
1670014,Mansfield,Jordan/Jackson Elementary,2,2,0
1670035,Mansfield,Harold L Qualters Middle,580,580,0
1670505,Mansfield,Mansfield High,228,0,228
1680005,Marblehead,Malcolm L Bell,1,1,0
1680015,Marblehead,Elbridge Gerry,1,1,0
1680300,Marblehead,Marblehead Veterans Middle School,448,448,0
1680505,Marblehead,Marblehead High,15,0,15
1700045,Marlborough,1 LT Charles W. Whitcomb School,1347,1347,0
1700505,Marlborough,Marlborough High,381,0,381
1710005,Marshfield,Eames Way School,1,1,0
1710015,Marshfield,Daniel Webster,2,2,0
1710020,Marshfield,Gov Edward Winslow,1,1,0
1710025,Marshfield,Martinson Elementary,2,2,0
1710310,Marshfield,Furnace Brook Middle,558,558,0
1710505,Marshfield,Marshfield High,444,0,444
1720005,Mashpee,Kenneth Coombs School,342,342,0
1720035,Mashpee,Quashnet School,488,488,0
1720505,Mashpee,Mashpee High,41,0,41
1730005,Mattapoisett,Center,209,209,0
1730010,Mattapoisett,Old Hammondtown,202,202,0
1740305,Maynard,Fowler School,429,429,0
1740505,Maynard,Maynard High,17,0,17
1750305,Medfield,Thomas Blake Middle,380,380,0
1750505,Medfield,Medfield Senior High,55,0,55
1760068,Medford,John J McGlynn Elementary School,494,494,0
1760130,Medford,Brooks School,483,483,0
1760140,Medford,Christopher Columbus,381,381,0
1760150,Medford,Milton Fuller Roberts,539,539,0
1760315,Medford,Madeleine Dugger Andrews,494,494,0
1760320,Medford,John J. McGlynn Middle School,466,466,0
1760505,Medford,Medford High,35,0,35
1770015,Medway,Burke/Memorial Elementary School,169,169,0
1770305,Medway,Medway Middle,646,646,0
1770505,Medway,Medway High,78,0,78
1780305,Melrose,Melrose Middle,282,282,0
1780505,Melrose,Melrose High,61,0,61
1810030,Methuen,Marsh Grammar School,3,3,0
1810050,Methuen,Comprehensive Grammar School,3,3,0
1810055,Methuen,Tenney Grammar School,6,6,0
1810060,Methuen,Donald P Timony Grammar,6,6,0
1810505,Methuen,Methuen High,258,0,258
1820008,Middleborough,Henry B. Burkland Elementary School,564,564,0
1820010,Middleborough,Mary K. Goode Elementary School,576,576,0
1820011,Middleborough,Memorial Early Childhood Center,231,231,0
1820305,Middleborough,John T. Nichols Middle,788,788,0
1820505,Middleborough,Middleborough High,303,0,303
1840003,Middleton,Fuller Meadow,155,155,0
1840005,Middleton,Howe-Manning,379,379,0
1850090,Milford,Woodland,960,960,0
1850305,Milford,Stacy Middle,768,768,0
1850505,Milford,Milford High,94,0,94
1860017,Millbury,Elmwood Street,508,508,0
1860025,Millbury,Raymond E. Shaw Elementary,433,433,0
1860505,Millbury,Millbury Junior/Senior High,407,249,158
1870020,Millis,Millis Middle,82,82,0
1870505,Millis,Millis High School,110,0,110
1890020,Milton,Tucker,2,2,0
1890410,Milton,Charles S Pierce Middle,367,367,0
1890505,Milton,Milton High,233,0,233
1910025,Monson,Quarry Hill Community School,323,323,0
1910310,Monson,Granite Valley Middle,243,243,0
1910505,Monson,Monson High School,39,0,39
1970005,Nantucket,Nantucket Elementary,326,326,0
1970010,Nantucket,Cyrus Peirce,239,239,0
1970505,Nantucket,Nantucket High,17,0,17
1980005,Natick,Bennett-Hemenway,5,5,0
1980010,Natick,Brown,4,4,0
1980305,Natick,J F Kennedy Middle School,57,57,0
1980310,Natick,Wilson Middle,3,3,0
1980505,Natick,Natick High,192,0,192
1990035,Needham,Hillside Elementary,2,2,0
1990050,Needham,Newman Elementary,3,3,0
1990405,Needham,Pollard Middle,357,357,0
1990410,Needham,High Rock School,411,411,0
1990505,Needham,Needham High,134,0,134
2010078,New Bedford,Hayden/McFadden,2,2,0
2010095,New Bedford,Abraham Lincoln,1,1,0
2010405,New Bedford,Keith Middle School,10,10,0
2010410,New Bedford,Normandin Middle School,19,19,0
2010415,New Bedford,Roosevelt Middle School,415,415,0
2010505,New Bedford,New Bedford High,391,0,391
2010515,New Bedford,Whaling City Junior/Senior High School,3,1,2
2040005,Newburyport,Francis T Bresnahan Elementary,1,1,0
2040305,Newburyport,Rupert A Nock Middle,1,1,0
2040505,Newburyport,Newburyport High,46,0,46
2070315,Newton,F A Day Middle,1,1,0
2070320,Newton,Oak Hill Middle,1,1,0
2070505,Newton,Newton North High,289,0,289
2070510,Newton,Newton South High,207,0,207
2080005,Norfolk,Freeman-Kennedy School,1,1,0
2090008,North Adams,Colegrove Park Elementary,2,2,0
2090035,North Adams,Brayton,3,3,0
2090505,North Adams,Drury High,28,0,28
2100020,Northampton,Jackson Street,1,1,0
2100410,Northampton,John F Kennedy Middle School,419,419,0
2100505,Northampton,Northampton High,87,0,87
2110305,North Andover,North Andover Middle,1060,1060,0
2110505,North Andover,North Andover High,327,0,327
2120007,North Attleborough,Amvet Boulevard,1,1,0
2120010,North Attleborough,Falls,2,2,0
2120013,North Attleborough,Joseph W Martin Jr Elementary,3,3,0
2120015,North Attleborough,Roosevelt Avenue,1,1,0
2120030,North Attleborough,Community,5,5,0
2120505,North Attleborough,North Attleboro High,273,0,273
2130015,Northborough,Fannie E Proctor,2,2,0
2130020,Northborough,Marion E Zeh,1,1,0
2140001,Northbridge,W Edward Balmer,506,506,0
2140005,Northbridge,Northbridge Elementary,3,3,0
2140305,Northbridge,Northbridge Middle,3,3,0
2140505,Northbridge,Northbridge High,184,0,184
2150015,North Brookfield,North Brookfield Elementary,5,5,0
2170010,North Reading,J Turner Hood,3,3,0
2170305,North Reading,North Reading Middle,400,400,0
2170505,North Reading,North Reading High,76,0,76
2180010,Norton,L G Nourse Elementary,284,284,0
2180015,Norton,J C Solmonese,394,394,0
2180060,Norton,Henri A. Yelle,398,398,0
2180305,Norton,Norton Middle,291,291,0
2180505,Norton,Norton High,96,0,96
2190005,Norwell,Grace Farrar Cole,234,234,0
2190020,Norwell,William G Vinal,268,268,0
2190405,Norwell,Norwell Middle School,198,198,0
2190505,Norwell,Norwell High,72,0,72
2200010,Norwood,Cornelius M Callahan,3,3,0
2200015,Norwood,F A Cleveland,2,2,0
2200025,Norwood,Charles J Prescott,4,4,0
2200075,Norwood,George F. Willett,1,1,0
2200305,Norwood,Dr. Philip O. Coakley Middle School,454,454,0
2200505,Norwood,Norwood High,38,0,38
2210005,Oak Bluffs,Oak Bluffs Elementary,402,402,0
2230010,Orange,Dexter Park,146,146,0
2230015,Orange,Fisher Hill,215,215,0
2240005,Orleans,Orleans Elementary,226,226,0
2260005,Oxford,Clara Barton,1,1,0
2260305,Oxford,Project C.O.F.F.E.E.,1,0,1
2260405,Oxford,Oxford Middle,2,2,0
2260505,Oxford,Oxford High,171,63,108
2270008,Palmer,Old Mill Pond,629,629,0
2270505,Palmer,Palmer High,96,96,0
2290015,Peabody,Center,1,1,0
2290035,Peabody,South Memorial,1,1,0
2290045,Peabody,West Memorial,1,1,0
2290305,Peabody,J Henry Higgins Middle,913,913,0
2290510,Peabody,Peabody Veterans Memorial High,157,0,157
2300005,Pelham,Pelham Elementary,125,125,0
2310305,Pembroke,Pembroke Community Middle School,132,132,0
2310505,Pembroke,Pembroke High School,133,0,133
2340005,Petersham,Petersham Center,1,1,0
2360010,Pittsfield,Allendale,1,1,0
2360045,Pittsfield,Robert T. Capeless Elementary School,2,2,0
2360055,Pittsfield,Morningside Community School,1,1,0
2360065,Pittsfield,Crosby,4,4,0
2360305,Pittsfield,John T Reid Middle,1,1,0
2360310,Pittsfield,Theodore Herberg Middle,1,1,0
2360505,Pittsfield,Pittsfield High,1,0,1
2360510,Pittsfield,Taconic High,47,0,47
2380005,Plainville,Beatrice H Wood Elementary,2,2,0
2380010,Plainville,Anna Ware Jackson,1,1,0
2390005,Plymouth,Cold Spring,249,249,0
2390010,Plymouth,Hedge,148,148,0
2390011,Plymouth,Federal Furnace School,392,392,0
2390012,Plymouth,Indian Brook,567,567,0
2390015,Plymouth,Manomet Elementary,284,284,0
2390030,Plymouth,Nathaniel Morton Elementary,557,557,0
2390046,Plymouth,South Elementary,631,631,0
2390047,Plymouth,West Elementary,392,392,0
2390305,Plymouth,Plymouth South Middle,240,240,0
2390405,Plymouth,Plymouth Commun Intermediate,162,162,0
2390505,Plymouth,Plymouth North High,138,1,137
2390515,Plymouth,Plymouth South High,67,0,67
2400010,Plympton,Dennett Elementary,76,76,0
2420020,Provincetown,Provincetown Schools,2,2,0
2430305,Quincy,Atlantic Middle,507,507,0
2430310,Quincy,Broad Meadows Middle,386,386,0
2430315,Quincy,Central Middle,633,633,0
2430320,Quincy,Reay E Sterling Middle,369,369,0
2430325,Quincy,Point Webster Middle,361,361,0
2430505,Quincy,Quincy High,82,1,81
2430510,Quincy,North Quincy High,234,0,234
2440410,Randolph,Randolph Community Middle,1,1,0
2440505,Randolph,Randolph High,16,0,16
2460010,Reading,Joshua Eaton,1,1,0
2460305,Reading,Arthur W Coolidge Middle,134,134,0
2460310,Reading,Walter S Parker Middle,21,21,0
2460505,Reading,Reading Memorial High,130,0,130
2480003,Revere,A. C. Whelan Elementary School,759,759,0
2480013,Revere,Beachmont Veterans Memorial School,325,325,0
2480014,Revere,Rumney Marsh Academy,241,241,0
2480025,Revere,Abraham Lincoln,603,603,0
2480035,Revere,Staff Sargent James J. Hill Elementary School,717,717,0
2480050,Revere,Paul Revere,477,477,0
2480056,Revere,Garfield Elementary School,688,688,0
2480057,Revere,Garfield Middle School,262,262,0
2480305,Revere,Susan B. Anthony Middle School,573,573,0
2480505,Revere,Revere High,454,0,454
2480520,Revere,Seacoast School,37,0,37
2490005,Richmond,Richmond Consolidated,165,165,0
2510020,Rockland,Memorial Park,1,1,0
2510025,Rockland,R Stewart Esten,2,2,0
2510305,Rockland,John W Rogers Middle,164,164,0
2510505,Rockland,Rockland Senior High,12,0,12
2520305,Rockport,Rockport Middle,215,215,0
2520510,Rockport,Rockport High,76,0,76
2580305,Salem,Collins Middle,5,5,0
2580505,Salem,Salem High,27,0,27
2580515,Salem,Salem Prep High School,1,0,1
2610002,Sandwich,Forestdale School,4,4,0
2610025,Sandwich,Oak Ridge,829,829,0
2610305,Sandwich,Sandwich STEM Academy,20,20,0
2610505,Sandwich,Sandwich High,223,0,223
2620065,Saugus,Veterans Memorial,1,1,0
2620305,Saugus,Belmonte Saugus Middle,434,434,0
2620505,Saugus,Saugus High,96,0,96
2630010,Savoy,Emma L Miller Elementary School,10,10,0
2640305,Scituate,Gates Middle School,461,461,0
2640505,Scituate,Scituate High School,64,0,64
2650007,Seekonk,George R Martin,320,320,0
2650015,Seekonk,Mildred Aitken School,269,269,0
2650405,Seekonk,Dr. Kevin M. Hurley Middle School,288,288,0
2650505,Seekonk,Seekonk High,66,0,66
2660015,Sharon,Heights Elementary,1,1,0
2660305,Sharon,Sharon Middle,841,841,0
2660505,Sharon,Sharon High,174,0,174
2690010,Sherborn,Pine Hill,392,392,0
2710005,Shrewsbury,Beal School,310,310,0
2710015,Shrewsbury,Calvin Coolidge,1,1,0
2710020,Shrewsbury,Floral Street School,1,1,0
2710025,Shrewsbury,Walter J Paton,20,20,0
2710030,Shrewsbury,Oak Middle School,220,220,0
2710305,Shrewsbury,Sherwood Middle School,365,365,0
2710505,Shrewsbury,Shrewsbury Sr High,175,0,175
2720005,Shutesbury,Shutesbury Elementary,111,111,0
2730005,Somerset,Chace Street,1,1,0
2730008,Somerset,North Elementary,3,3,0
2730015,Somerset,South,1,1,0
2730305,Somerset,Somerset Middle School,613,613,0
2740015,Somerville,Benjamin G Brown,1,1,0
2740075,Somerville,Arthur D Healey,2,2,0
2740083,Somerville,John F Kennedy,2,2,0
2740087,Somerville,Albert F. Argenziano School at Lincoln Park,4,4,0
2740111,Somerville,E Somerville Community,5,5,0
2740115,Somerville,West Somerville Neighborhood,2,2,0
2740120,Somerville,Winter Hill Community,3,3,0
2740505,Somerville,Somerville High,60,0,60
2760020,Southborough,Margaret A Neary,1,1,0
2760305,Southborough,P Brent Trottier,25,25,0
2770010,Southbridge,Eastford Road,4,4,0
2770315,Southbridge,Southbridge Middle School,140,139,1
2770515,Southbridge,Southbridge High School,232,0,232
2780015,South Hadley,Plains Elementary,3,3,0
2780020,South Hadley,Mosier,5,5,0
2780305,South Hadley,Michael E. Smith Middle School,430,430,0
2780505,South Hadley,South Hadley High,21,0,21
2810005,Springfield,Springfield Public Day Elementary School,87,87,0
2810010,Springfield,Edward P. Boland School,510,510,0
2810015,Springfield,Thomas M Balliet,250,250,0
2810020,Springfield,Samuel Bowles,307,307,0
2810023,Springfield,Milton Bradley School,454,454,0
2810025,Springfield,Brightwood,298,298,0
2810030,Springfield,Elias Brookings,277,277,0
2810035,Springfield,Daniel B Brunton,394,394,0
2810045,Springfield,William N. DeBerry,254,254,0
2810050,Springfield,Hiram L Dorman,279,279,0
2810055,Springfield,Rebecca M Johnson,617,617,0
2810060,Springfield,Margaret C Ells,29,29,0
2810065,Springfield,Glenwood,281,281,0
2810068,Springfield,Glickman Elementary,311,311,0
2810075,Springfield,Frank H Freedman,309,309,0
2810080,Springfield,Frederick Harris,509,509,0
2810085,Springfield,Homer Street,391,391,0
2810095,Springfield,Alfred G. Zanetti Montessori Magnet School,313,313,0
2810100,Springfield,Indian Orchard Elementary,537,537,0
2810110,Springfield,Kensington International School,282,282,0
2810115,Springfield,Liberty,251,251,0
2810120,Springfield,Lincoln,368,368,0
2810125,Springfield,Mary A. Dryden Veterans Memorial School,282,282,0
2810140,Springfield,Mary M Lynch,223,223,0
2810145,Springfield,Mary O Pottenger,391,391,0
2810155,Springfield,Mary M Walsh,278,278,0
2810160,Springfield,Sumner Avenue,465,465,0
2810165,Springfield,Arthur T Talmadge,213,213,0
2810175,Springfield,Alice B Beal Elementary,248,248,0
2810180,Springfield,Warner,225,225,0
2810185,Springfield,Washington,334,334,0
2810190,Springfield,White Street,402,402,0
2810195,Springfield,German Gerena Community School,531,531,0
2810320,Springfield,John J Duggan Middle,31,15,16
2810325,Springfield,Forest Park Middle,202,202,0
2810328,Springfield,John F Kennedy Middle,13,13,0
2810330,Springfield,M Marcus Kiley Middle,403,403,0
2810345,Springfield,Springfield Public Day Middle School,1,1,0
2810350,Springfield,STEM Middle Academy,12,12,0
2810355,Springfield,South End Middle School,5,5,0
2810360,Springfield,Balliet Middle School,1,1,0
2810365,Springfield,Chestnut Academy,103,103,0
2810366,Springfield,Impact Prep at Chestnut,238,238,0
2810367,Springfield,Chestnut Accelerated Middle School (Talented and Gifted),4,4,0
2810480,Springfield,Rise Academy at Van Sickle,13,13,0
2810485,Springfield,Van Sickle Academy,12,12,0
2810500,Springfield,Springfield Central High,359,0,359
2810510,Springfield,High School Of Commerce,139,0,139
2810530,Springfield,Springfield High School of Science and Technology,154,1,153
2810560,Springfield,Liberty Preparatory Academy,2,0,2
2810620,Springfield,Roger L. Putnam Vocational Technical Academy,38,0,38
2840005,Stoneham,Colonial Park,233,233,0
2840025,Stoneham,Robin Hood,337,337,0
2840030,Stoneham,South,309,309,0
2840405,Stoneham,Stoneham Central Middle School,461,461,0
2840505,Stoneham,Stoneham High,127,0,127
2850010,Stoughton,Helen Hansen Elementary,225,225,0
2850014,Stoughton,Joseph R Dawe Jr Elementary,351,351,0
2850015,Stoughton,South Elementary,249,249,0
2850020,Stoughton,Richard L. Wilkins Elementary School,342,342,0
2850025,Stoughton,Joseph H Gibbons,356,356,0
2850405,Stoughton,O'Donnell Middle School,321,321,0
2850505,Stoughton,Stoughton High,381,0,381
2870005,Sturbridge,Burgess Elementary,2,2,0
2880030,Sudbury,Peter Noyes,3,3,0
2880305,Sudbury,Ephraim Curtis Middle,831,831,0
2890005,Sunderland,Sunderland Elementary,30,30,0
2900003,Sutton,Sutton Early Learning,184,184,0
2900005,Sutton,Sutton Elementary,326,326,0
2900305,Sutton,Sutton Middle School,110,110,0
2900510,Sutton,Sutton High School,15,0,15
2910005,Swampscott,Clarke,188,188,0
2910010,Swampscott,Hadley,291,291,0
2910020,Swampscott,Stanley,295,295,0
2910305,Swampscott,Swampscott Middle,694,694,0
2910505,Swampscott,Swampscott High,157,0,157
2920017,Swansea,Mark G Hoyle Elementary,1,1,0
2920020,Swansea,Joseph G Luther,1,1,0
2920305,Swansea,Joseph Case Jr High,1,1,0
2920505,Swansea,Joseph Case High,186,3,184
2930042,Taunton,Joseph H Martin,663,663,0
2930305,Taunton,John F Parker Middle,481,481,0
2930315,Taunton,Benjamin Friedman Middle,747,747,0
2930505,Taunton,Taunton High,378,115,263
2930525,Taunton,Taunton Alternative High School,5,0,5
2950001,Tewksbury,L F Dewing,5,5,0
2950020,Tewksbury,North Street,2,2,0
2950023,Tewksbury,John F. Ryan,512,512,0
2950025,Tewksbury,Louise Davy Trahan,1,1,0
2950305,Tewksbury,John W. Wynn Middle,310,310,0
2950505,Tewksbury,Tewksbury Memorial High,211,0,211
2960005,Tisbury,Tisbury Elementary,306,306,0
2980010,Topsfield,Steward Elementary,1,1,0
3000005,Truro,Truro Central,90,90,0
3010305,Tyngsborough,Tyngsborough Middle,86,86,0
3010505,Tyngsborough,Tyngsborough High School,91,0,91
3040005,Uxbridge,Taft Early Learning Center,358,358,0
3040015,Uxbridge,McCloskey Middle School,369,369,0
3040020,Uxbridge,Whitin Elementary School,382,382,0
3040505,Uxbridge,Uxbridge High,2,0,2
3050005,Wakefield,Dolbeare,446,446,0
3050015,Wakefield,Woodville School,436,436,0
3050020,Wakefield,Greenwood,223,223,0
3050040,Wakefield,Walton,210,210,0
3050310,Wakefield,Galvin Middle School,751,751,0
3050505,Wakefield,Wakefield Memorial High,46,0,46
3060005,Wales,Wales Elementary,2,2,0
3070010,Walpole,Boyden,1,1,0
3070310,Walpole,Eleanor N Johnson Middle,1,1,0
3070505,Walpole,Walpole High,50,1,50
3080005,Waltham,William F. Stanley Elementary School,3,3,0
3080032,Waltham,Douglas MacArthur Elementary School,4,4,0
3080040,Waltham,Northeast Elementary School,3,3,0
3080050,Waltham,Thomas R Plympton Elementary School,1,1,0
3080060,Waltham,James Fitzgerald Elementary School,2,2,0
3080404,Waltham,John F Kennedy Middle,147,147,0
3080415,Waltham,John W. McDevitt Middle School,209,209,0
3080505,Waltham,Waltham Sr High,32,0,32
3090020,Ware,Stanley M Koziol Elementary School,17,17,0
3090505,Ware,Ware Junior/Senior High School,236,182,54
3100003,Wareham,John William Decas,573,573,0
3100017,Wareham,Minot Forest,5,5,0
3100305,Wareham,Wareham Middle,1,1,0
3100505,Wareham,Wareham Senior High,48,0,48
3140305,Watertown,Watertown Middle,519,519,0
3140505,Watertown,Watertown High,66,0,66
3150005,Wayland,Claypit Hill School,454,454,0
3150015,Wayland,Happy Hollow School,327,327,0
3150020,Wayland,Loker School,227,227,0
3150505,Wayland,Wayland High School,133,0,133
3160015,Webster,Park Avenue Elementary,704,704,0
3160315,Webster,Webster Middle School,1,1,0
3160505,Webster,Bartlett High School,112,0,112
3170505,Wellesley,Wellesley Sr High,172,0,172
3180005,Wellfleet,Wellfleet Elementary,97,97,0
3210045,Westborough,Mill Pond School,944,944,0
3210505,Westborough,Westborough High,184,0,184
3220005,West Boylston,Major Edwards Elementary,388,388,0
3220505,West Boylston,West Boylston Junior/Senior High,185,162,23
3230003,West Bridgewater,Rose L Macdonald,245,245,0
3230005,West Bridgewater,Spring Street School,77,77,0
3230305,West Bridgewater,Howard School,283,283,0
3230505,West Bridgewater,West Bridgewater Junior/Senior,91,0,91
3250015,Westfield,Franklin Ave,233,233,0
3250020,Westfield,Abner Gibbs,221,221,0
3250025,Westfield,Highland,371,371,0
3250033,Westfield,Munger Hill,379,379,0
3250036,Westfield,Paper Mill,384,384,0
3250040,Westfield,Southampton Road,409,409,0
3250055,Westfield,Russell Elementary School,157,157,0
3250305,Westfield,North Middle School,140,140,0
3250310,Westfield,Westfield Middle School,2,2,0
3250505,Westfield,Westfield High,95,0,95
3250605,Westfield,Westfield Technical Academy,84,0,84
3260310,Westford,Blanchard Middle,4,4,0
3260505,Westford,Westford Academy,543,0,543
3300015,Weston,Woodland,1,1,0
3300505,Weston,Weston High,64,0,64
3310030,Westport,Westport Elementary,496,496,0
3310515,Westport,Westport Junior/Senior High School,170,0,170
3320005,West Springfield,John Ashley,1,1,0
3320007,West Springfield,Philip G Coburn,539,539,0
3320010,West Springfield,John R Fausey,474,474,0
3320025,West Springfield,Memorial,242,242,0
3320030,West Springfield,Mittineague,177,177,0
3320040,West Springfield,Tatham,253,253,0
3320305,West Springfield,West Springfield Middle,705,705,0
3320505,West Springfield,West Springfield High,151,0,151
3350305,Westwood,E W Thurston Middle,744,744,0
3350505,Westwood,Westwood High,112,0,112
3360005,Weymouth,Academy Avenue,1,1,0
3360050,Weymouth,Frederick C Murphy,1,1,0
3360065,Weymouth,Lawrence W Pingree,1,1,0
3360080,Weymouth,William Seach,3,3,0
3360085,Weymouth,Ralph Talbot,2,2,0
3360105,Weymouth,Thomas W. Hamilton Primary School,3,3,0
3360110,Weymouth,Wessagusset,1,1,0
