School Code,District,School Name,# STUDENTS ENROLLED,# STUDENTS ENROLLED PRIOR TO SECONDARY LEVEL,# STUDENTS ENROLLED AT SECONDARY LEVEL
2580505,Salem,Salem High,4,0,4
2580515,Salem,Salem Prep High School,7,0,7
2610002,Sandwich,Forestdale School,1,1,0
2610025,Sandwich,Oak Ridge,891,891,0
2610305,Sandwich,Sandwich STEM Academy,33,33,0
2610505,Sandwich,Sandwich High,249,0,249
2620305,Saugus,Belmonte Saugus Middle,492,492,0
2620505,Saugus,Saugus High,77,0,77
2630010,Savoy,Emma L Miller Elementary School,51,51,0
2640305,Scituate,Gates Intermediate School,472,472,0
2640505,Scituate,Scituate High School,31,0,31
2650015,Seekonk,Mildred Aitken School,1,1,0
2650405,Seekonk,Dr. Kevin M. Hurley Middle School,250,250,0
2650505,Seekonk,Seekonk High,74,0,74
2660305,Sharon,Sharon Middle,565,565,0
2660505,Sharon,Sharon High,174,0,174
2690010,Sherborn,Pine Hill,408,408,0
2710005,Shrewsbury,Beal School,320,320,0
2710025,Shrewsbury,Walter J Paton,20,20,0
2710305,Shrewsbury,Sherwood Middle School,411,411,0
2710505,Shrewsbury,Shrewsbury Sr High,213,0,213
2720005,Shutesbury,Shutesbury Elementary,105,105,0
2730305,Somerset,Somerset Middle School,607,607,0
2740505,Somerville,Somerville High,82,0,82
2760008,Southborough,Mary E Finn School,1,1,0
2760305,Southborough,P Brent Trottier,14,14,0
2770005,Southbridge,Charlton Street,71,71,0
2770315,Southbridge,Southbridge Middle School,320,320,0
2770515,Southbridge,Southbridge High School,167,0,167
2780305,South Hadley,Michael E. Smith Middle School,430,430,0
2780505,South Hadley,South Hadley High,28,0,28
2810005,Springfield,Springfield Public Day Elementary School,80,80,0
2810010,Springfield,Edward P. Boland School,490,490,0
2810015,Springfield,Thomas M Balliet,233,233,0
2810020,Springfield,Samuel Bowles,280,280,0
2810023,Springfield,Milton Bradley School,424,424,0
2810025,Springfield,Brightwood,282,282,0
2810030,Springfield,Elias Brookings,263,263,0
2810035,Springfield,Daniel B Brunton,394,394,0
2810045,Springfield,William N. DeBerry,243,243,0
2810050,Springfield,Hiram L Dorman,278,278,0
2810055,Springfield,Rebecca M Johnson,555,555,0
2810060,Springfield,Margaret C Ells,48,48,0
2810065,Springfield,Glenwood,274,274,0
2810068,Springfield,Glickman Elementary,298,298,0
2810075,Springfield,Frank H Freedman,271,271,0
2810080,Springfield,Frederick Harris,456,456,0
2810085,Springfield,Homer Street,361,361,0
2810095,Springfield,Alfred G. Zanetti Montessori Magnet School,276,276,0
2810100,Springfield,Indian Orchard Elementary,493,493,0
2810110,Springfield,Kensington International School,255,255,0
2810115,Springfield,Liberty,233,233,0
2810120,Springfield,Lincoln,321,321,0
2810125,Springfield,Mary A. Dryden Veterans Memorial School,248,248,0
2810140,Springfield,Mary M Lynch,219,219,0
2810145,Springfield,Mary O Pottenger,376,376,0
2810155,Springfield,Mary M Walsh,260,260,0
2810160,Springfield,Sumner Avenue,445,445,0
2810165,Springfield,Arthur T Talmadge,231,231,0
2810175,Springfield,Alice B Beal Elementary,231,231,0
2810180,Springfield,Warner,219,219,0
2810185,Springfield,Washington,329,329,0
2810190,Springfield,White Street,363,363,0
2810195,Springfield,German Gerena Community School,500,500,0
2810320,Springfield,John J Duggan Middle,11,0,11
2810325,Springfield,Forest Park Middle,253,253,0
2810328,Springfield,John F Kennedy Middle,1,1,0
2810330,Springfield,M Marcus Kiley Middle,284,284,0
2810350,Springfield,STEM Middle Academy,1,1,0
2810355,Springfield,South End Middle School,124,124,0
2810360,Springfield,Balliet Middle School,2,2,0
2810365,Springfield,Chestnut Accelerated Middle School (North),111,111,0
2810366,Springfield,Chestnut Accelerated Middle School (South),1,1,0
2810367,Springfield,Chestnut Accelerated Middle School (Talented and Gifted),119,119,0
2810480,Springfield,Van Sickle Academy,2,2,0
2810500,Springfield,Springfield Central High,355,0,355
2810510,Springfield,High School Of Commerce,71,0,71
2810530,Springfield,Springfield High School of Science and Technology,102,61,42
2810550,Springfield,Springfield Public Day High School,27,0,27
2810620,Springfield,Roger L. Putnam Vocational Technical Academy,23,0,23
2840005,Stoneham,Colonial Park,227,227,0
2840025,Stoneham,Robin Hood,326,326,0
2840030,Stoneham,South,331,331,0
2840405,Stoneham,Stoneham Central Middle School,470,470,0
2840505,Stoneham,Stoneham High,148,0,148
2850010,Stoughton,Helen Hansen Elementary,238,238,0
2850014,Stoughton,Joseph R Dawe Jr Elementary,370,370,0
2850015,Stoughton,South Elementary,256,256,0
2850020,Stoughton,West Elementary,368,368,0
2850025,Stoughton,Joseph H Gibbons,368,368,0
2850405,Stoughton,O'Donnell Middle School,768,768,0
2850505,Stoughton,Stoughton High,326,0,326
2880305,Sudbury,Ephraim Curtis Middle,602,602,0
2890005,Sunderland,Sunderland Elementary,223,223,0
2900003,Sutton,Sutton Early Learning,203,203,0
2900005,Sutton,Sutton Elementary,328,328,0
2900305,Sutton,Sutton Middle School,362,362,0
2900510,Sutton,Sutton High School,7,0,7
2910005,Swampscott,Clarke,199,199,0
2910010,Swampscott,Hadley,292,292,0
2910020,Swampscott,Stanley,293,293,0
2910305,Swampscott,Swampscott Middle,711,711,0
2910505,Swampscott,Swampscott High,182,0,182
2920305,Swansea,Joseph Case Jr High,1,1,0
2920505,Swansea,Joseph Case High,189,2,187
2930042,Taunton,Joseph H Martin,705,705,0
2930305,Taunton,John F Parker Middle,443,443,0
2930315,Taunton,Benjamin Friedman Middle,775,775,0
2930505,Taunton,Taunton High,300,94,206
2930525,Taunton,Taunton Alternative High School,1,0,1
2950023,Tewksbury,John F. Ryan,527,527,0
2950305,Tewksbury,John W. Wynn Middle,301,301,0
2950505,Tewksbury,Tewksbury Memorial High,252,3,252
2960005,Tisbury,Tisbury Elementary,318,318,0
3000005,Truro,Truro Central,96,96,0
3010305,Tyngsborough,Tyngsborough Middle,126,126,0
3010505,Tyngsborough,Tyngsborough High School,97,0,97
3040005,Uxbridge,Taft Early Learning Center,385,385,0
3040015,Uxbridge,McCloskey Middle School,384,384,0
3040020,Uxbridge,Whitin Elementary School,408,408,0
3040515,Uxbridge,Gateway to College,2,0,2
3050005,Wakefield,Dolbeare,443,443,0
3050015,Wakefield,Woodville School,441,441,0
3050020,Wakefield,Greenwood,221,221,0
3050040,Wakefield,Walton,198,198,0
3050310,Wakefield,Galvin Middle School,988,988,0
3050505,Wakefield,Wakefield Memorial High,57,1,56
3070010,Walpole,Boyden,1,1,0
3070015,Walpole,Fisher,1,1,0
3070505,Walpole,Walpole High,43,0,43
3080404,Waltham,John F Kennedy Middle,160,160,0
3080415,Waltham,John W. McDevitt Middle School,184,184,0
3080505,Waltham,Waltham Sr High,32,0,32
3090505,Ware,Ware Junior/Senior High School,238,185,53
3100003,Wareham,John William Decas,587,587,0
3100305,Wareham,Wareham Middle,2,2,0
3100315,Wareham,Wareham Cooperative Alternative School,3,0,3
3100505,Wareham,Wareham Senior High,141,0,141
3140305,Watertown,Watertown Middle,540,540,0
3140505,Watertown,Watertown High,91,0,91
3150005,Wayland,Claypit Hill School,430,430,0
3150015,Wayland,Happy Hollow School,332,332,0
3150020,Wayland,Loker School,208,208,0
3150505,Wayland,Wayland High School,130,0,130
3160015,Webster,Park Avenue Elementary,781,781,0
3160315,Webster,Webster Middle School,552,550,2
3160505,Webster,Bartlett High School,117,0,117
3170048,Wellesley,Sprague Elementary School,1,0,1
3170505,Wellesley,Wellesley Sr High,160,0,160
3180005,Wellfleet,Wellfleet Elementary,97,97,0
3210045,Westborough,Mill Pond School,886,886,0
3210505,Westborough,Westborough High,181,10,178
3220005,West Boylston,Major Edwards Elementary,374,374,0
3220505,West Boylston,West Boylston Junior/Senior High,188,166,22
3230003,West Bridgewater,Rose L Macdonald,260,260,0
3230005,West Bridgewater,Spring Street School,79,79,0
3230305,West Bridgewater,Howard School,273,273,0
3230505,West Bridgewater,West Bridgewater Junior/Senior,64,0,64
3250015,Westfield,Franklin Ave,241,241,0
3250020,Westfield,Abner Gibbs,220,220,0
3250025,Westfield,Highland,409,409,0
3250033,Westfield,Munger Hill,404,404,0
3250036,Westfield,Paper Mill,417,417,0
3250040,Westfield,Southampton Road,445,445,0
3250055,Westfield,Russell Elementary School,182,182,0
3250305,Westfield,North Middle School,154,154,0
3250505,Westfield,Westfield High,80,0,80
3250605,Westfield,Westfield Technical Academy,85,0,85
3260330,Westford,Stony Brook School,1,1,0
3260505,Westford,Westford Academy,532,0,532
3300505,Weston,Weston High,229,0,229
3310030,Westport,Westport Elementary,362,362,0
3310515,Westport,Westport Junior/Senior High School,162,0,162
3320007,West Springfield,Philip G Coburn,226,226,0
3320010,West Springfield,John R Fausey,461,461,0
3320025,West Springfield,Memorial,229,229,0
3320030,West Springfield,Mittineague,161,161,0
3320040,West Springfield,Tatham,225,225,0
3320305,West Springfield,West Springfield Middle,814,814,0
3320505,West Springfield,West Springfield High,169,0,169
3350505,Westwood,Westwood High,98,0,98
3360310,Weymouth,Abigail Adams Middle School,2,2,0
3360505,Weymouth,Weymouth High School,258,0,258
3370005,Whately,Whately Elementary,120,120,0
3400020,Williamsburg,Anne T. Dunphy School,146,146,0
3410010,Williamstown,Williamstown Elementary,414,414,0
3420005,Wilmington,Boutwell,117,117,0
3420015,Wilmington,Wildwood,134,134,0
3420020,Wilmington,Woburn Street,407,407,0
3420025,Wilmington,Shawsheen Elementary,359,359,0
3420060,Wilmington,North Intermediate,268,268,0
3420080,Wilmington,West Intermediate,254,254,0
3420330,Wilmington,Wilmington Middle School,786,786,0
3420505,Wilmington,Wilmington High,78,0,78
3430040,Winchendon,Memorial,271,271,0
3430050,Winchendon,Toy Town Elementary,282,282,0
3430315,Winchendon,Murdock Middle School,290,290,0
3430405,Winchendon,Murdock Academy for Success,3,0,3
3430515,Winchendon,Murdock High School,44,0,44
3440305,Winchester,McCall Middle,1005,1005,0
3440505,Winchester,Winchester High School,186,0,186
3460015,Winthrop,William P. Gorman/Fort Banks Elementary,432,432,0
3460020,Winthrop,Arthur T. Cummings Elementary School,461,461,0
3460505,Winthrop,Winthrop High School,49,0,49
3470065,Woburn,Mary D Altavesta,1,1,0
3470405,Woburn,John F Kennedy Middle School,497,497,0
3470410,Woburn,Daniel L Joyce Middle School,494,494,0
3470505,Woburn,Woburn High,380,0,380
3480052,Worcester,Chandler Magnet,1,0,1
3480136,Worcester,Heard Street,1,1,0
3480215,Worcester,Rice Square,1,0,1
3480350,Worcester,Claremont Academy,109,0,109
3480503,Worcester,Burncoat Senior High,15,0,15
3480512,Worcester,Doherty Memorial High,190,0,190
3480515,Worcester,North High,177,0,177
3480520,Worcester,South High Community,11,0,11
3480605,Worcester,Worcester Technical High,53,0,53
3500003,Wrentham,Delaney,501,501,0
3500010,Wrentham,Charles E Roderick,444,444,0
4100205,Excel Academy Charter (District),Excel Academy Charter School,707,656,51
4130505,Four Rivers Charter Public (District),Four Rivers Charter Public School,90,50,40
4140305,Berkshire Arts and Technology Charter Public (District),Berkshire Arts and Technology Charter Public School,89,74,15
4160305,Boston Preparatory Charter Public (District),Boston Preparatory Charter Public School,2,0,2
4180305,Christa McAuliffe Charter Public (District),Christa McAuliffe Charter Public School,386,386,0
4280305,Brooke Charter School (District),Brooke Charter School,467,404,63
4290010,KIPP Academy Lynn Charter (District),KIPP Academy Lynn Charter School,40,0,40
4300305,Advanced Math and Science Academy Charter (District),Advanced Math and Science Academy Charter School,611,448,163
4320530,Cape Cod Lighthouse Charter (District),Cape Cod Lighthouse Charter School,77,77,0
4350305,Innovation Academy Charter (District),Innovation Academy Charter School,14,0,14
4360305,Community Charter School of Cambridge (District),Community Charter School of Cambridge,83,0,83
4370505,City on a Hill Charter Public School Circuit Street (District),City on a Hill Charter Public School Circuit Street,64,0,64
4410505,Sabis International Charter (District),Sabis International Charter School,1315,1095,220
4440205,Neighborhood House Charter (District),Neighborhood House Charter School,334,334,0
4450105,Abby Kelley Foster Charter Public (District),Abby Kelley Foster Charter Public School,759,725,34
4460550,Foxborough Regional Charter (District),Foxborough Regional Charter School,1073,966,107
4470205,Benjamin Franklin Classical Charter Public (District),Benjamin Franklin Classical Charter Public School,441,441,0
4490305,Boston Collegiate Charter (District),Boston Collegiate Charter School,216,179,37
4500105,Hilltown Cooperative Charter Public (District),Hilltown Cooperative Charter Public School,92,92,0
4530005,Holyoke Community Charter (District),Holyoke Community Charter School,601,601,0
4540205,Lawrence Family Development Charter (District),Lawrence Family Development Charter School,105,105,0
4560050,Lowell Community Charter Public (District),Lowell Community Charter Public School,626,626,0
4660550,Martha's Vineyard Charter (District),Martha's Vineyard Charter School,29,29,0
4680505,Ma Academy for Math and Science,Ma Academy for Math and Science School,16,0,16
4690505,MATCH Charter Public School (District),MATCH Charter Public School,274,274,0
4740505,Sizer School: A North Central Charter Essential (District),A North Central Charter Essential (District): Sizer School: A North Central Charter Essential School,108,0,108
4810550,Boston Renaissance Charter Public (District),Boston Renaissance Charter Public School,75,75,0
4820050,River Valley Charter (District),River Valley Charter School,104,104,0
4830305,Rising Tide Charter Public (District),Rising Tide Charter Public School,47,2,45
4840505,Roxbury Preparatory Charter (District),Roxbury Preparatory Charter School,282,0,282
4850485,Salem Academy Charter (District),Salem Academy Charter School,179,72,107
4860105,Seven Hills Charter Public (District),Seven Hills Charter School,478,478,0
4870550,Prospect Hill Academy Charter (District),Prospect Hill Academy Charter School,144,1,143
4880550,South Shore Charter Public (District),South Shore Charter Public School,30,18,12
4890505,Sturgis Charter Public (District),Sturgis Charter Public School,24,0,24
4910550,Atlantis Charter (District),Atlantis Charter School,807,806,1
4920005,Martin Luther King Jr. Charter School of Excellence (District),Martin Luther King Jr. Charter School of Excellence,351,351,0
4940205,Pioneer Charter School of Science (District),Pioneer Charter School of Science,222,131,91
4960305,Global Learning Charter Public (District),Global Learning Charter Public School,346,230,116
4990305,Hampden Charter School of Science (District),Hampden Charter School of Science,43,0,43
6000405,Acton-Boxborough,Raymond J Grey Junior High,782,782,0
6000505,Acton-Boxborough,Acton-Boxborough Regional High,118,0,118
6030004,Adams-Cheshire,Cheshire Elementary,2,2,0
6030505,Adams-Cheshire,Hoosac Valley Middle & High School,275,211,64
6050505,Amherst-Pelham,Amherst Regional High,141,0,141
6100005,Ashburnham-Westminster,Westminster Elementary,374,374,0
6100010,Ashburnham-Westminster,Meetinghouse School,160,160,0
6100025,Ashburnham-Westminster,Briggs Elementary,469,469,0
6100305,Ashburnham-Westminster,Overlook Middle School,118,118,0
6100505,Ashburnham-Westminster,Oakmont Regional High School,149,0,149
6150505,Athol-Royalston,Athol High,44,0,44
6160001,Ayer Shirley School District,Lura A. White Elementary School,355,355,0
6160002,Ayer Shirley School District,Page Hilltop Elementary School,481,481,0
6160305,Ayer Shirley School District,Ayer Shirley Regional Middle School,384,384,0
6160505,Ayer Shirley School District,Ayer Shirley Regional High School,117,0,117
6180035,Berkshire Hills,Muddy Brook Regional Elementary School,263,263,0
6180310,Berkshire Hills,Monument Valley Regional Middle School,281,281,0
6180505,Berkshire Hills,Monument Mt Regional High,54,0,54
6200505,Berlin-Boylston,Tahanto Regional High,12,0,12
6220008,Blackstone-Millville,John F Kennedy Elementary,294,294,0
6220010,Blackstone-Millville,Millville Elementary,212,212,0
6220015,Blackstone-Millville,A F Maloney,292,292,0
6220405,Blackstone-Millville,Frederick W. Hartnett Middle School,2,2,0
6220505,Blackstone-Millville,Blackstone Millville RHS,53,0,53
6250300,Bridgewater-Raynham,Williams Intermediate School,72,72,0
6250315,Bridgewater-Raynham,Raynham Middle School,87,87,0
6250320,Bridgewater-Raynham,Bridgewater Middle School,124,124,0
6250505,Bridgewater-Raynham,Bridgewater-Raynham Regional,449,0,449
6350305,Central Berkshire,Nessacus Regional Middle School,389,389,0
6350505,Central Berkshire,Wahconah Regional High,41,0,41
6400505,Concord-Carlisle,Concord Carlisle High,109,0,109
6450005,Dennis-Yarmouth,Ezra H Baker Innovation School,1,1,0
6450050,Dennis-Yarmouth,N H Wixon Innovation School,270,270,0
6450505,Dennis-Yarmouth,Dennis-Yarmouth Regional High,194,0,194
6500005,Dighton-Rehoboth,Dighton Elementary,451,451,0
6500010,Dighton-Rehoboth,Palmer River,560,560,0
6500305,Dighton-Rehoboth,Dighton Middle School,366,366,0
6500505,Dighton-Rehoboth,Dighton-Rehoboth Regional High School,3,0,3
6550405,Dover-Sherborn,Dover-Sherborn Regional Middle School,346,346,0
6550505,Dover-Sherborn,Dover-Sherborn Regional High,48,0,48
6580005,Dudley-Charlton Reg,Dudley Elementary,366,366,0
6580010,Dudley-Charlton Reg,Mason Road School,212,212,0
6580020,Dudley-Charlton Reg,Charlton Elementary,288,288,0
6580030,Dudley-Charlton Reg,Heritage School,495,495,0
6580305,Dudley-Charlton Reg,Dudley Middle School,596,596,0
6580310,Dudley-Charlton Reg,Charlton Middle School,705,705,0
6580505,Dudley-Charlton Reg,Shepherd Hill Regional High,77,0,77
6600305,Nauset,Nauset Regional Middle,442,442,0
6600505,Nauset,Nauset Regional High,43,0,43
6620020,Farmington River Reg,Farmington River Elementary,92,92,0
6650505,Freetown-Lakeville,Apponequet Regional High,106,0,106
6700505,Frontier,Frontier Regional,230,168,62
6720505,Gateway,Gateway Regional High,12,0,12
6730505,Groton-Dunstable,Groton Dunstable Regional,225,0,225
6740005,Gill-Montague,Gill Elementary,120,120,0
6740015,Gill-Montague,Hillcrest Elementary School,147,147,0
6740050,Gill-Montague,Sheffield Elementary School,207,207,0
6740310,Gill-Montague,Great Falls Middle,1,1,0
6750310,Hamilton-Wenham,Miles River Middle,1,1,0
6750505,Hamilton-Wenham,Hamilton-Wenham Regional High,21,0,21
6800305,Hampden-Wilbraham,Thornton Burgess,206,206,0
6800310,Hampden-Wilbraham,Wilbraham Middle,344,344,0
6800505,Hampden-Wilbraham,Minnechaug Regional High,102,0,102
6830505,Hampshire,Hampshire Regional High,19,0,19
6900505,King Philip,King Philip Regional High,31,0,31
6950505,Lincoln-Sudbury,Lincoln-Sudbury Regional High,500,0,500
6980010,Manchester Essex Regional,Manchester Memorial Elementary,357,357,0
6980020,Manchester Essex Regional,Essex Elementary,226,226,0
6980510,Manchester Essex Regional,Manchester Essex Regional High School,42,0,42
7000505,Martha's Vineyard,Martha's Vineyard Regional High,50,0,50
7050505,Masconomet,Masconomet Regional High School,230,0,230
7100001,Mendon-Upton,Memorial School,408,408,0
7100015,Mendon-Upton,Miscoe Hill School,503,503,0
7100179,Mendon-Upton,Henry P Clough,397,397,0
7100510,Mendon-Upton,Nipmuc Regional High,58,0,58
7120001,Monomoy Regional School District,Chatham Elementary School,253,253,0
7120002,Monomoy Regional School District,Harwich Elementary School,517,517,0
7120315,Monomoy Regional School District,Monomoy Regional Middle School,1,1,0
7120515,Monomoy Regional School District,Monomoy Regional High School,62,0,62
7150505,Mount Greylock,Mt Greylock Regional High,6,0,6
7170505,Mohawk Trail,Mohawk Trail Regional High,139,120,19
7200305,Narragansett,Narragansett Middle,268,268,0
7200505,Narragansett,Narragansett Regional High,85,0,85
7250010,Nashoba,Mary Rowlandson Elementary,445,445,0
7250020,Nashoba,Center School,564,564,0
7250025,Nashoba,Florence Sawyer School,624,624,0
7250305,Nashoba,Luther Burbank Middle School,144,144,0
7250310,Nashoba,Hale,37,37,0
7250505,Nashoba,Nashoba Regional,169,0,169
7300505,Northboro-Southboro,Algonquin Regional High,426,1,425
7350005,North Middlesex,Spaulding Memorial,422,422,0
7350010,North Middlesex,Ashby Elementary,207,207,0
7350030,North Middlesex,Hawthorne Brook,241,241,0
7350035,North Middlesex,Varnum Brook,571,571,0
7350310,North Middlesex,Nissitissit Middle School,253,253,0
7350505,North Middlesex,North Middlesex Regional,96,0,96
7400505,Old Rochester,Old Rochester Regional High,66,0,66
7450405,Pentucket,Pentucket Regional Middle,184,184,0
7450505,Pentucket,Pentucket Regional Sr High,1,0,1
7500006,Pioneer Valley,Bernardston Elementary,137,137,0
7500007,Pioneer Valley,Pearl E Rhodes Elementary,24,24,0
7500008,Pioneer Valley,Northfield Elementary,172,172,0
7500009,Pioneer Valley,Warwick Community School,52,52,0
7500505,Pioneer Valley,Pioneer Valley Regional,92,89,3
7530005,Quabbin,Hardwick Elementary,192,192,0
7530010,Quabbin,Hubbardston Center,316,316,0
7530020,Quabbin,New Braintree Grade,42,42,0
7530025,Quabbin,Oakham Center,135,135,0
7530030,Quabbin,Ruggles Lane,382,382,0
7530505,Quabbin,Quabbin Regional High School,110,0,110
7550505,Ralph C Mahar,Ralph C Mahar Regional,119,113,6
7600405,Silver Lake,Silver Lake Regional Middle School,1,1,0
7600505,Silver Lake,Silver Lake Regional High,199,0,199
7630505,Somerset Berkley Regional School District,Somerset Berkley Regional High School,71,0,71
7660505,Southwick-Tolland-Granville Regional School District,Southwick Regional School,42,0,42
7670040,Spencer-E Brookfield,Wire Village School,1,1,0
7670505,Spencer-E Brookfield,David Prouty High,103,0,103
7700405,Tantasqua,Tantasqua Regional Jr High,265,265,0
7700505,Tantasqua,Tantasqua Regional Sr High,73,0,73
7700605,Tantasqua,Tantasqua Regional Vocational,27,0,27
7730015,Triton,Salisbury Elementary,455,455,0
7730020,Triton,Newbury Elementary,424,424,0
7730025,Triton,Pine Grove,449,449,0
7730505,Triton,Triton Regional High School,70,0,70
7740020,Up-Island Regional,West Tisbury Elementary,329,329,0
7750505,Wachusett,Wachusett Regional High,171,0,171
7780005,Quaboag Regional,Warren Elementary,432,432,0
7780010,Quaboag Regional,West Brookfield Elementary,298,298,0
7780305,Quaboag Regional,Quaboag Regional Middle Innovation School,3,3,0
7780505,Quaboag Regional,Quaboag Regional High,89,0,89
7800310,Whitman-Hanson,Whitman Middle,443,443,0
7800315,Whitman-Hanson,Hanson Middle School,354,354,0
7800505,Whitman-Hanson,Whitman Hanson Regional,202,0,202
8010605,Assabet Valley Regional Vocational Technical,Assabet Valley Vocational High School,25,0,25
8050605,Blackstone Valley Regional Vocational Technical,Blackstone Valley,58,0,58
8060605,Blue Hills Regional Vocational Technical,Blue Hills Regional Vocational Technical,36,0,36
8150605,Cape Cod Regional Vocational Technical,Cape Cod Region Vocational Technical,3,0,3
8180605,Franklin County Regional Vocational Technical,Franklin County Technical,14,0,14
8210605,Greater Fall River Regional Vocational Technical,Diman Regional Vocational Technical High,664,0,664
8290605,South Middlesex Regional Vocational Technical,Joseph P Keefe Technical High School,32,0,32
8300605,Minuteman Regional Vocational Technical,Minuteman Regional High,99,0,99
8320605,Montachusett Regional Vocational Technical,Montachusett Regional Vocational Technical,246,0,246
8510605,Northern Berkshire Regional Vocational Technical,Charles McCann Vocational Technical,151,0,151
8520605,Nashoba Valley Regional Vocational Technical,Nashoba Valley Technical High School,9,0,9
8530605,Northeast Metropolitan Regional Vocational Technical,Northeast Metro Regional Vocational,7,0,7
8550605,Old Colony Regional Vocational Technical,Old Colony Regional Vocational Technical,283,0,283
8600605,Pathfinder Regional Vocational Technical,Pathfinder Vocational Technical,17,0,17
8720605,Southeastern Regional Vocational Technical,Southeastern Regional Vocational Technical,330,0,330
8780605,Tri-County Regional Vocational Technical,Tri-County Regional Vocational Technical,275,0,275
8850605,Whittier Regional Vocational Technical,Whittier Regional Vocational,59,0,59
9150705,Norfolk County Agricultural,Norfolk County Agricultural,268,0,268
35010505,Paulo Freire Social Justice Charter School (District),Paulo Freire Social Justice Charter School,1,0,1
35030205,Collegiate Charter School of Lowell (District),Collegiate Charter School of Lowell,609,609,0
35040505,City on a Hill Charter Public School Dudley Square (District),City on a Hill Charter Public School Dudley Square,53,0,53
35060505,Pioneer Charter School of Science II (PCSS-II) (District),Pioneer Charter School of Science II (PCSS-II),200,140,60
35070505,City on a Hill Charter Public School New Bedford (District),City on a Hill Charter Public School New Bedford,76,0,76
39020900,TEC Connections Academy Commonwealth Virtual School District,TEC Connections Academy Commonwealth Virtual School,553,451,102
0,Massachusetts,Massachusetts,238936,204688,34364